report_id	vehicle_id	status	date_submit	model_year	date_built	model_version	model_package	city	state	country	postal_code	user_alias	date_acquired	unit_distance	odo_acquired_raw	odometer_raw	odometer_miles	range_mode_ideal_range_raw	range_mode_ideal_range_miles	standard_mode_ideal_range_raw	standard_mode_ideal_range_miles	cac	batt_swapped	batt_swap_count	sheet_swap_count	date_batt_swap	odo_batt_swap	pem_swapped	pem_swap_count	date_pem_swap	odo_pem_swap	motor_swapped	motor_swap_count	date_motor_swap	odo_motor_swap	voltage_charge	current_charge	range_charge_frequency	range_charge_frequency_text	standard_charge_frequency	standard_charge_frequency_text	use_type	use_type_text	drive_frequency	drive_frequency_text	lbw_frequency	lbw_frequency_text	batt_hot_frequency	batt_hot_frequency_text	pem_hot_frequency	pem_hot_frequency_text	motor_hot_frequency	motor_hot_frequency_text	tow_count	trip_distance	highway_pct	highway_speed	ownership	ownership_text	purchase	purchase_text	date_disposed	comments
159	36		03/06/2013 02:54	2011	01/01/2011	2.5	Roadster	Bielefeld		Germany		UDOW	02/16/2011	mi	5	71120	71120	218	218	171	171	142.88	NO					NO				NO				230	16	6	A few times per month	3	Most days of the week	1	Daily driver, year-round	3	Most days of the week	10	A few times per year	8	Never	10	A few times per year	8	Never	0	60	80	55	2	Lease	1	New		
157	109		03/06/2013 12:55	2010	07/19/2010	2.5	Roadster Sport	Woodbridge	VA	United States	22193		12/19/2012	mi	8778	9203	9203			188	188		NO					NO				NO				110	15	8	Never	3	Most days of the week	3	Occasional	5	Weekly	8	Never	8	Never	8	Never	8	Never	0	73	77	70	1	Own	2	Used		
158	14		03/06/2013 22:08	2010	11/29/2010	2.5	Roadster	Thetford	VT	United States	05075		06/24/2011	mi	110	15557	15557			187	187	157	NO					NO				NO				240	40	10	A few times per year	3	Most days of the week	1	Daily driver, year-round	3	Most days of the week	10	A few times per year	8	Never	10	A few times per year	12	Less than once per year	0	50	40	68	1	Own	1	New		Which CAC value do you prefer? From Tesla diags: 156.7; From logs brick avg=157.3; From logs brick min=156.3
160	109		03/07/2013 15:28	2010	07/19/2010	2.5	Roadster Sport	Woodbridge	VA	United States	22193		12/19/2012	mi	8778	9203	9203			188	188	154.4	NO					NO				NO				110	15	8	Never	3	Most days of the week	3	Occasional	5	Weekly	8	Never	8	Never	8	Never	8	Never	0	73	77	70	1	Own	2	Used		
161	110		03/07/2013 21:30	2008	04/15/2009	1.5	Roadster	San Jose	CA	United States	95148		05/05/2009	mi	38	45567	45567	220	220	172	172		NO					NO				NO				0	30	10	A few times per year	2	Daily	1	Daily driver, year-round	3	Most days of the week	10	A few times per year	8	Never	8	Never	8	Never	0	40	90	60	1	Own	1	New		
162	99		03/08/2013 10:33	2011	10/22/2010	2.5	Roadster	Erfurt		Germany		Eberhard	11/18/2010	km	0	130122	80871.348663766314	342	212.5543816034804226	272	169.0490988191423244	142.11	NO					NO				NO				230	24	10	A few times per year	2	Daily	1	Daily driver, year-round	2	Daily	9	Monthly	8	Never	12	Less than once per year	12	Less than once per year	0	130	90	88	1	Own	1	New		the CAC is shifting around between 139.8 to 143 and the last display sys 142.11. Just returned from Geneva auto salon with Model X being on display. My last charge with 64A (HPC) gave 272 IR with Top off even 277km
163	111		03/09/2013 11:15	2011	04/06/2011	2.5	Roadster	Muelheim		Germany		Thorsten	05/13/2011	km	108	5623	3494.7172156619018024			186	115.5997513983840895	159	NO					NO				NO				220	32	10	A few times per year	4	A few times per week	2	Daily driver, except in winter	3	Most days of the week	8	Never	8	Never	8	Never	8	Never	0	30	60	80	1	Own	1	New		
164	111		03/09/2013 11:17	2011	04/06/2011	2.5	Roadster	Muelheim		Germany		Thorsten	05/13/2011	mi	108	5623	5623			186	186	159	NO					NO				NO				220	32	10	A few times per year	4	A few times per week	2	Daily driver, except in winter	3	Most days of the week	8	Never	8	Never	8	Never	8	Never	0	30	60	80	1	Own	1	New		
165	17		03/10/2013 13:58	2008	03/09/2009	1.5	Roadster	Kingsport	TN	United States	37664	Dhrivnak	03/25/2011	mi	1100	15500	15500	225	225	175	175	143.6	NO					NO				NO				240	40	9	Monthly	2	Daily	1	Daily driver, year-round	4	A few times per week	10	A few times per year	8	Never	11	About once per year	8	Never	0	25	60	65	1	Own	2	Used		I did have the PEM replaced at 14,500 miles as I was getting an accelerator pedal fault 972.  I am 99% sure it was the rear wiring harness that was at fault and it was replaced at the same time.  Since I am 300 miles from a service center they swapped it all.  So I am not sure it is fair to say I had a bad PEM but it is possible.
166	112		03/11/2013 02:28	2008	10/06/2008	1.5	Roadster	Sunnyvale	CA	United States	94087	slcasner	10/31/2008	mi	25	24157	24157	226	226	174	174		NO					NO				NO				238	32	10	A few times per year	4	A few times per week	1	Daily driver, year-round	2	Daily	8	Never	8	Never	11	About once per year	11	About once per year	0	13	10	65	1	Own	1	New		Range mode only on road trips, then maybe several times on one trip.  Overtemp only at Laguna Seca.
167	87		03/11/2013 19:03	2008	03/19/2009	1.5	Roadster	Holmdel	NJ	United States	07733	rugbymonk	05/01/2010	mi	103	50754	50754	194	194	159	159		YES	1	0	09/01/2011	20000	NO				NO				220	32	10	A few times per year	2	Daily	1	Daily driver, year-round	2	Daily	10	A few times per year	8	Never	8	Never	8	Never	0	80	95	75	1	Own	2	Used		
168	113		03/12/2013 18:59	2008	01/01/2009	1.5	Roadster	Portola Valley	CA	United States			03/03/2009	mi	0	29000	29000			171	171	145.24	NO					NO				NO				220	70	12	Less than once per year	2	Daily	1	Daily driver, year-round	4	A few times per week	12	Less than once per year	8	Never	8	Never	8	Never	0	25	75	70	1	Own	1	New		
169	87		03/13/2013 12:31	2008	03/19/2009	1.5	Roadster	Holmdel	NJ	United States	07733	rugbymonk	05/01/2010	mi	103	51000	51000	204	204	159	159	133.89	YES	1	0	09/01/2011	20000	NO				NO				220	32	10	A few times per year	2	Daily	1	Daily driver, year-round	2	Daily	10	A few times per year	8	Never	8	Never	8	Never	0	80	95	75	1	Own	2	Used		Not sure on details of battery replacement.  Approximately 20K miles, I recall, but I don't recall the date or if full PEM/sheets were replaced...  Good luck with survey, Tom.  given this data, what's the likelihood of getting another replacement battery (rather than use my pre-purchased voucher for a new battery-pack)?
170	62		03/14/2013 02:47	2011	02/10/2011	2.5	Roadster	Anchorage	AK	United States	99501		05/31/2011	mi	20	12250	12250			188	188	155.76	NO					YES	2	06/15/2012	8000	NO				240	40	10	A few times per year	5	Weekly	2	Daily driver, except in winter	4	A few times per week	9	Monthly	8	Never	8	Never	8	Never	0	110	90	70	1	Own	1	New		
171	62		03/14/2013 02:49	2011	02/10/2011	2.5	Roadster	Anchorage	AK	United States	99501		05/31/2011	mi	20	12250	12250			188	188	155.76	NO					YES	2	06/15/2012	8000	NO				240	40	10	A few times per year	5	Weekly	2	Daily driver, except in winter	4	A few times per week	9	Monthly	8	Never	8	Never	8	Never	0	110	90	70	1	Own	1	New		
172	112		03/14/2013 22:53	2008	10/06/2008	1.5	Roadster	Sunnyvale	CA	United States	94087	slcasner	10/31/2008	mi	25	24157	24157	226	226	174	174	145.9	NO					NO				NO				238	32	10	A few times per year	4	A few times per week	1	Daily driver, year-round	2	Daily	8	Never	8	Never	11	About once per year	11	About once per year	0	13	10	65	1	Own	1	New		
173	114		03/16/2013 13:09	2010	06/03/2009	2.0	Roadster	Charlotte	NC	United States	28203-6044		07/15/2009	mi	6	22308	22308			182	182		NO					NO				NO				220	70	8	Never	2	Daily	1	Daily driver, year-round	3	Most days of the week	8	Never	8	Never	8	Never	8	Never	0	30	50	65	1	Own	1	New		
174	72		03/19/2013 21:03	2011	04/21/2011	2.5	Roadster Sport	Charleston	SC	United States	29412	driver_EV	05/21/2011	mi	45	20413	20413	223	223	171	171	148.6	NO					NO				NO				240	40	10	A few times per year	4	A few times per week	1	Daily driver, year-round	2	Daily	11	About once per year	8	Never	8	Never	8	Never	0	20	45	60	1	Own	1	New		Latest range charge cycle (March 2013) seems to have boosted the CAC value from 148.07 to 148.60. Battery drops from 99% to 94% @ 1/2 hour after range charge finishes.  PEM filter I have installed (last year after latest blower upgrade) effectively prevents (mostly oak leaves) debris from getting into the PEM cooling blower. I no longer have PEM temperature issues at all (so far).
228	68		03/21/2013 03:00	2010	10/10/2010	2.5	Roadster Sport	Sindelfingen		Germany			08/01/2012	km	3000	14000	8701.0565568676196395	368	228.7134866376631448	290	180.2361715351149782	150.1	NO					NO				NO				240	13	10	A few times per year	4	A few times per week	2	Daily driver, except in winter	3	Most days of the week	9	Monthly	12	Less than once per year	12	Less than once per year	8	Never	0	60	15	110	1	Own	1	New		
175	115		04/01/2013 00:51	2008	04/27/2009	1.5	Roadster	Los Gatos	CA	United States	95033	Steve and Mary	05/15/2009	mi	20	48147	48147	211	211	160	160	139.54	YES	1	3	07/15/2010	20000	NO				NO				243	40	10	A few times per year	2	Daily	1	Daily driver, year-round	2	Daily	11	About once per year	8	Never	12	Less than once per year	8	Never	0	52	90	70	1	Own	1	New		
176	116		04/06/2013 13:37	2008	03/11/2009	1.5	Roadster	Seattle	WA	United States	98177		04/15/2009	mi	5	17856	17856			183	183		YES	1	3	12/01/2010	4000	NO				NO				220	70	10	A few times per year	2	Daily	1	Daily driver, year-round	3	Most days of the week	12	Less than once per year	8	Never	8	Never	8	Never	0	22	60	65	1	Own	1	New		Date for battery back replacement is approximate.  This was preceded by two or three battery sheet replacements  This was handled ably by Carl Medlock.
177	77		04/12/2013 19:29	2010	07/13/2009	2.0	Roadster Sport	San Diego	CA	United States	92130	rgjones	04/01/2010	mi	600	33749	33749	228	228	173	173	146.09	NO					NO				NO				240	33	10	A few times per year	10	A few times per year	1	Daily driver, year-round	3	Most days of the week	11	About once per year	8	Never	12	Less than once per year	11	About once per year	0	20	70	65	1	Own	2	Used		
178	9		04/16/2013 13:13	2010	03/15/2010	2.0	Roadster	Ottawa	ON	Canada		Doug_G	07/01/2010	km	42	34000	21131.137352392791	370	229.9564947172156619	288	178.9931634555624612	153.45	NO					NO				NO				240	40	9	Monthly	2	Daily	2	Daily driver, except in winter	3	Most days of the week	12	Less than once per year	8	Never	8	Never	12	Less than once per year	0	35	20	110	1	Own	1	New		I'm transitioning right now from daily driver to occasional use, due to Model S.  Most likely will drive on the &quot;nice days&quot; with the top down, and take Model S otherwise.  I listed Daily driver, except in winter because that's how the usage has been until now.
179	19		04/18/2013 01:05	2010	10/07/2010	2.5	Roadster	Belmont	CA	United States	94002	strider	11/02/2010	mi		25192	25192	228	228	180	180		NO					NO				NO				240	24	10	A few times per year	2	Daily	1	Daily driver, year-round	3	Most days of the week	8	Never	8	Never	12	Less than once per year	8	Never	0	50	90	50	1	Own	1	New		
180	19		04/22/2013 16:19	2010	10/07/2010	2.5	Roadster	Belmont	CA	United States	94002	strider	11/02/2010	mi		28291	28291			179	179	151.97	NO					NO				NO				240	24	10	A few times per year	2	Daily	1	Daily driver, year-round	3	Most days of the week	8	Never	8	Never	12	Less than once per year	8	Never	0	50	90	50	1	Own	1	New		
181	7		04/22/2013 21:08	2011	04/06/2011	2.5	Roadster	Hong Kong		China		markwj	05/05/2011	km	50	21643	13451.211932877564			301	187.0727159726538222	156.69	YES	2	0	01/11/2012	10000	YES	1	01/11/2012	10000	NO				220	56	11	About once per year	3	Most days of the week	1	Daily driver, year-round	2	Daily	8	Never	8	Never	10	A few times per year	10	A few times per year	0	40	50	80	1	Own	1	New		
182	43		04/23/2013 03:54	2011	02/02/2011	2.5	Roadster	Zurich		Switzerland			03/24/2011	km		30095	18704.164077066501	384	238.6575512740832815	303	188.3157240522063393	158.65	NO					NO				YES	1	11/12/2012	28100	220	32	10	A few times per year	5	Weekly	1	Daily driver, year-round	2	Daily	10	A few times per year	11	About once per year	10	A few times per year	11	About once per year	0	35	25	120	2	Lease	1	New		
183	75		04/23/2013 04:17	2011	07/11/2011	2.5	Roadster Sport	Raglan		United Kingdom		alexandersims	01/03/2012	mi	0	21234	21234	239	239	190	190	156.02	NO					NO				NO				240	32	5	Weekly	2	Daily	1	Daily driver, year-round	2	Daily	9	Monthly	8	Never	8	Never	8	Never	0	200	95	55	1	Own	1	New		
184	103		04/23/2013 04:41	2010	09/11/2009	2.0	Roadster	Link&ouml;ping		Sweden		f0x	09/24/2009	km	4	63645	39555.624611559975					143	NO					NO				NO				230	24	9	Monthly	4	A few times per week	1	Daily driver, year-round	3	Most days of the week	9	Monthly	12	Less than once per year	10	A few times per year	10	A few times per year	0	45	15	120	1	Own	1	New		
185	103		04/23/2013 04:46	2010	09/11/2009	2.0	Roadster	Link&ouml;pingping		Sweden		f0x	09/24/2009	km	4	63645	39555.624611559975	344	213.7973896830329397	273	169.6706028589185830	143	NO					NO				NO				230	24	9	Monthly	4	A few times per week	1	Daily driver, year-round	3	Most days of the week	9	Monthly	12	Less than once per year	10	A few times per year	10	A few times per year	0	45	15	120	1	Own	1	New		
186	105		04/23/2013 11:24	2010	05/25/2010	2.0	Roadster Sport	Bradford on Avon		United Kingdom			07/05/2010	mi	150	40667	40667	223	223	174	174	144.03	YES	1	1	12/04/2011	21190	NO				NO				230	10	6	A few times per month	2	Daily	3	Occasional	5	Weekly	12	Less than once per year	8	Never	8	Never	10	A few times per year	0	200	50	70	1	Own	1	New		
187	67		04/23/2013 13:49	2011	03/09/2011	2.5	Roadster	Barcelona		Spain		TRON	03/12/2011	km	0	58675	36466.749533871970	221	137.3523927905531386	170	105.6556867619639528		NO					NO				NO				220	16	4	A few times per week	4	A few times per week	1	Daily driver, year-round	2	Daily	6	A few times per month	10	A few times per year	6	A few times per month	10	A few times per year	1	20	10	85	2	Lease	1	New		
189	67		04/23/2013 13:52	2011	03/09/2011	2.5	Roadster	Barcelona		Spain		TRON	03/12/2011	km	0	91000	56556.867619639528	349	216.9049098819142324	272	169.0490988191423244		NO					NO				NO				220	16	4	A few times per week	4	A few times per week	1	Daily driver, year-round	2	Daily	6	A few times per month	10	A few times per year	6	A few times per month	10	A few times per year	1	20	10	85	2	Lease	1	New		
190	67		04/23/2013 13:54	2011	03/09/2011	2.5	Roadster	Barcelona		Spain		TRON	03/12/2011	km	0	91000	56556.867619639528	349	216.9049098819142324	272	169.0490988191423244		NO					NO				NO				220	16	4	A few times per week	4	A few times per week	1	Daily driver, year-round	2	Daily	6	A few times per month	10	A few times per year	6	A few times per month	10	A few times per year	1	25	10	95	2	Lease	1	New		
194	103		04/23/2013 14:17	2010	09/11/2009	2.0	Roadster	Link&amp;ouml;pingping		Sweden		f0x	09/24/2009	km	4	63645	39555.624611559975	344	213.7973896830329397	273	169.6706028589185830	143.2	NO					NO				NO				230	24	9	Monthly	4	A few times per week	1	Daily driver, year-round	3	Most days of the week	9	Monthly	12	Less than once per year	10	A few times per year	10	A few times per year	0	45	15	120	1	Own	1	New		
196	1		04/23/2013 14:42	2008	02/06/2009	1.5	Roadster	Sammamish	WA	United States	98075	tomsax	06/05/2009	mi	74	32407	32407	233	233	180	180	150.21	YES	1	11	11/15/2010	13905	NO				NO				238	32	9	Monthly	2	Daily	2	Daily driver, except in winter	4	A few times per week	10	A few times per year	8	Never	8	Never	8	Never	0	30	70	65	1	Own	1	New		testing form
197	107		04/25/2013 06:06	2011	12/05/2011	2.5	Roadster	Holte		Denmark		Quasimodo	03/19/2012	km	200	34000	21131.137352392791	379	235.5500310752019888	294	182.7221876942200124	154	NO					NO				NO				240	32	9	Monthly	2	Daily	1	Daily driver, year-round	2	Daily	10	A few times per year	8	Never	8	Never	8	Never	0	100	80	110	1	Own	1	New		
198	8		04/25/2013 13:27	2010	06/03/2010	2.0	Roadster	Seattle	WA	United States	98112		06/25/2010	mi		13972	13972			191	191	160.02	NO					YES	1	07/25/2012	11545	NO				220	40	11	About once per year	4	A few times per week	1	Daily driver, year-round	2	Daily	8	Never	8	Never	8	Never	8	Never	0	20	80	70	1	Own	1	New		
199	117		04/26/2013 21:41	2008	01/01/2009	1.5	Roadster	SUNNYVALE	CA	United States	94087		05/11/2012	mi	460	8589	8589			177	177		YES	1	1	03/12/2012	392	NO				NO				240	24	10	A few times per year	3	Most days of the week	1	Daily driver, year-round	2	Daily	8	Never	8	Never	8	Never	11	About once per year	0	30	60	72	1	Own	2	Used		The only time I get the 'motor too hot, power reduced' is when I take my car to Laguna Seca for the annual Refuel Races.
200	117		04/27/2013 00:00	2008	01/01/2009	1.5	Roadster	SUNNYVALE	CA	United States	94087		05/11/2012	mi	460	8589	8589			177	177	146.65	YES	1	1	03/12/2012	392	NO				NO				240	24	10	A few times per year	3	Most days of the week	1	Daily driver, year-round	2	Daily	8	Never	8	Never	8	Never	11	About once per year	0	30	60	72	1	Own	2	Used		
201	17		04/28/2013 14:59	2008	03/09/2009	1.5	Roadster	Kingsport	TN	United States	37664	Dhrivnak	03/25/2011	mi	1100	15500	15500	225	225	175	175	144.6	NO					NO				NO				240	40	9	Monthly	2	Daily	1	Daily driver, year-round	4	A few times per week	10	A few times per year	8	Never	11	About once per year	8	Never	0	25	60	65	1	Own	2	Used		
202	118		04/28/2013 20:22	2010	07/08/2009	2.0	Roadster	Warren	NJ	United States	07059	mpt	08/01/2009	mi	0	37989	37989	241	241	185	185	151.46	NO					NO				NO				240	12	10	A few times per year	3	Most days of the week	1	Daily driver, year-round	3	Most days of the week	12	Less than once per year	8	Never	12	Less than once per year	8	Never	0	25	80	65	1	Own	1	New		I've used my car as the daily driver for three years until my daily commute jumped from 25 to 75 miles, now I'm nervous that it's out of warranty so don't use it everyday anymore!
203	119		04/29/2013 19:42	2011	10/11/2011	2.5	Roadster	Erlangen		Germany		Saftwerk	08/31/2012	km	312	8272	5141.0814170292106899	403	250.4661280298321939	302	187.6942200124300808	159.68	NO					NO				NO				230	16	9	Monthly	5	Weekly	1	Daily driver, year-round	3	Most days of the week	10	A few times per year	8	Never	8	Never	10	A few times per year	0	53	80	100	1	Own	1	New		2 month Storage Mode in Winter 2012/13
204	120		04/30/2013 08:19	2010	10/15/2010	2.5	Roadster	Meerbusch		Germany		GridParity	11/17/2010	km	132	91102	56620.261031696706	347	215.6619018023617154	269	167.1845866998135488	143.6	NO					YES	3	04/03/2013	88000	NO				220	24	2	Daily	5	Weekly	1	Daily driver, year-round	3	Most days of the week	11	About once per year	8	Never	11	About once per year	5	Weekly	0	200	90	120	2	Lease	1	New		
205	117		05/01/2013 23:35	2008	01/01/2009	1.5	Roadster	SUNNYVALE	CA	United States	94087	DSA	05/11/2012	mi	460	8589	8589	222	222	177	177	146.65	YES	1	1	03/12/2012	392	NO				NO				240	24	10	A few times per year	3	Most days of the week	1	Daily driver, year-round	2	Daily	8	Never	8	Never	8	Never	11	About once per year	0	30	60	72	1	Own	2	Used		
206	55		05/05/2013 11:53	2011	05/30/2011	2.5	Roadster	Buffalo	NY	United States	14223		06/30/2011	mi	50	21630	21630	244	244	186	186	151.91	NO					NO				NO				230	30	5	Weekly	9	Monthly	2	Daily driver, except in winter	3	Most days of the week	5	Weekly	12	Less than once per year	5	Weekly	8	Never	0	60	50	60	1	Own	1	New		
207	1		05/06/2013 14:39	2008	02/06/2009	1.5	Roadster	Sammamish	WA	United States	98075	tomsax	06/05/2009	mi	74	32673	32673			183	183	150.14	YES	1	11	11/15/2010	13905	NO				NO				238	32	9	Monthly	2	Daily	2	Daily driver, except in winter	4	A few times per week	10	A few times per year	8	Never	8	Never	8	Never	0	30	70	65	1	Own	1	New		Ideal range from a 240V/12A charge, which often yields a higher ideal range than a higher power charge. I normally charge at 240V/32A.
208	36		05/10/2013 03:19	2011	01/01/2011	2.5	Roadster	Bielefeld		Germany		Udo Werges	02/16/2011	mi	5	76710	76710	218	218	171	171	142.45	NO					NO				NO				230	16	6	A few times per month	3	Most days of the week	1	Daily driver, year-round	2	Daily	10	A few times per year	8	Never	12	Less than once per year	8	Never	0	76	70	55	2	Lease	1	New		
209	121		05/12/2013 13:27	2010	11/25/2010	2.5	Roadster	San Antonio	TX	United States	78209		12/27/2010	mi	80	14241	14241			180	180	151.63	NO					NO				NO				240	40	10	A few times per year	2	Daily	3	Occasional	6	A few times per month	8	Never	8	Never	8	Never	8	Never	0	20	50	65	1	Own	1	New		I drove the Roadster every day for 2 years until the Model S arrives so it was a daily driver for those 2 years but now gets driven about once every week.
210	121		05/12/2013 13:28	2010	11/25/2010	2.5	Roadster	San Antonio	TX	United States	78209	dsm363	12/27/2010	mi	80	14241	14241			180	180	151.63	NO					NO				NO				240	40	10	A few times per year	2	Daily	3	Occasional	6	A few times per month	8	Never	8	Never	8	Never	8	Never	0	20	50	65	1	Own	1	New		
211	122		05/13/2013 18:49	2008	01/01/2009	1.5	Roadster	San Francisco	CA	United States	94110	kg6fnk	01/04/2009	mi	4	36889	36889	232	232	176	176	141.08	NO					NO				NO				240	30	6	A few times per month	4	A few times per week	1	Daily driver, year-round	3	Most days of the week	10	A few times per year	8	Never	8	Never	8	Never	1	0	60	70	1	Own	2	Used		Can't really answer how far. It is so highly variable. I don't have a &quot;standard commute&quot;. Some days I go 3mi and then other times I take long road trips. There is some modality to my driving though. Lots of range charges and long drives, lots of days where I drive about 100mi, then lots of days that I drive &lt;20mi
212	119		05/20/2013 12:39	2011	10/11/2011	2.5	Roadster	Erlangen		Germany		Saftwerk	08/31/2012	km	312	10073	6260.4101926662523306			301	187.0727159726538222	159.96	NO					NO				NO				230	16	9	Monthly	5	Weekly	1	Daily driver, year-round	3	Most days of the week	10	A few times per year	8	Never	8	Never	10	A few times per year	0	53	80	100	1	Own	1	New		
213	62		05/23/2013 02:44	2011	02/10/2011	2.5	Roadster	Anchorage	AK	United States	99501		05/31/2011	mi	20	14586	14586	237	237	186	186	155.76	NO					YES	2	06/15/2012	8000	NO				240	40	10	A few times per year	5	Weekly	2	Daily driver, except in winter	4	A few times per week	9	Monthly	8	Never	8	Never	8	Never	0	110	90	70	1	Own	1	New		
214	43		05/24/2013 10:52	2011	02/02/2011	2.5	Roadster	Zurich		Switzerland			03/24/2011	km		35020	21765.071472964574	384	238.6575512740832815	303	188.3157240522063393	158.85	NO					NO				YES	1	11/12/2012	28100	220	32	10	A few times per year	5	Weekly	1	Daily driver, year-round	2	Daily	10	A few times per year	11	About once per year	10	A few times per year	11	About once per year	0	35	25	120	2	Lease	1	New		
215	1		05/24/2013 18:23	2008	02/06/2009	1.5	Roadster	Sammamish	WA	United States	98075	tomsax	06/05/2009	mi	74	32826	32826			181	181	150.18	YES	1	11	11/15/2010	13905	NO				NO				238	32	9	Monthly	2	Daily	2	Daily driver, except in winter	4	A few times per week	10	A few times per year	8	Never	8	Never	8	Never	0	30	70	65	1	Own	1	New		
216	100		05/26/2013 17:08	2010	08/24/2010	2.5	Roadster	Oakland	CA	United States	94611	jaanton	09/01/2010	mi	240	26923	26923	241	241	186	186	152.96	NO					NO				NO				117	15	10	A few times per year	3	Most days of the week	1	Daily driver, year-round	2	Daily	11	About once per year	12	Less than once per year	12	Less than once per year	12	Less than once per year	0	18	75	68	1	Own	1	New		
217	74		05/28/2013 20:02	2011	02/22/2011	2.5	Roadster	Reston	VA	United States	20191	JohnGarziglia	06/28/2011	mi	75	29211	29211	223	223	174	174	147.17	NO					NO				NO				240	50	10	A few times per year	2	Daily	1	Daily driver, year-round	2	Daily	10	A few times per year	8	Never	12	Less than once per year	8	Never	0	47	60	68	1	Own	1	New		
218	123		05/29/2013 00:57	2010	01/01/2010	2.25	Roadster Sport	Covington	WA	United States	98042		11/27/2011	mi	396	9417	9417			179	179		NO					NO				NO				110	15	8	Never	5	Weekly	3	Occasional	6	A few times per month	10	A few times per year	8	Never	8	Never	8	Never	0	60	70	65	1	Own	3	Dealer Demo		
219	124		06/03/2013 17:13	2008	01/08/2009	1.5	Roadster	Menlo Park	CA	United States	94025	augkuo	05/30/2013	mi	2912	3220	3220			176	176	150.36	NO					NO				NO				240	12	6	A few times per month	1	More than once per day	1	Daily driver, year-round	3	Most days of the week	10	A few times per year	8	Never	8	Never	8	Never	0	130	80	70	1	Own	3	Dealer Demo		Tesla roadster service loaner car
220	5		06/03/2013 21:17	2011	01/01/2011	2.5	Roadster	Coeur d'Alene	ID	United States	83814		02/17/2011	mi		16361	16361	240	240	187	187	157.05	NO					NO				NO				220	32	10	A few times per year	3	Most days of the week	1	Daily driver, year-round	3	Most days of the week	8	Never	8	Never	8	Never	8	Never	0	50	60	70	2	Lease	1	New		
221	99		06/04/2013 01:58	2011	10/22/2010	2.5	Roadster	Erfurt		Germany		Eberhard	11/18/2010	km	0	140000	87010.565568676196	338	210.0683654443753884	262	162.8340584213797390	141.49	NO					NO				NO				230	24	10	A few times per year	2	Daily	1	Daily driver, year-round	2	Daily	9	Monthly	8	Never	12	Less than once per year	12	Less than once per year	0	130	90	88	1	Own	1	New		Got the blower-setup replaced because a damage of the bearings, created loud noices at 139,400
222	125		06/06/2013 12:02	2010	05/24/2010	2.25	Roadster	Los Angeles	CA	United States			08/15/2010	mi	3400	12000	12000			183	183		YES	2	5	02/14/2012	7842	YES	2	08/14/2012	10222	NO				220	40	12	Less than once per year	2	Daily	3	Occasional	4	A few times per week	12	Less than once per year	8	Never	8	Never	8	Never	0	15	60	60	1	Own	3	Dealer Demo		
223	126	void	06/08/2013 21:06	2010	09/15/2009	2.0	Roadster	paradise valley	AZ	United States	85253	plugged in	09/15/2010	mi	58	7222	7222	201	201	178	178		NO					NO				NO				240	80	12	Less than once per year	2	Daily	1	Daily driver, year-round	2	Daily	8	Never	8	Never	10	A few times per year	8	Never	0	60	10	70	1	Own	1	New		We have both a roadster and an S in Arizona. The heat is brutal in the summer but the cars have held up well
224	127		06/09/2013 23:28	2010	04/30/2010	2.0	Roadster	Winchester	VA	United States	22603	EVSport	08/15/2012	mi	3050	3340	3340	238	238	185	185		YES	1	11	05/15/2013	3050	NO				NO				240	50	4	A few times per week	3	Most days of the week	3	Occasional	4	A few times per week	8	Never	8	Never	8	Never	8	Never	0	30	10	75	1	Own	2	Used		
225	128		06/14/2013 20:22	2010	11/16/2010	2.5	Roadster	Litchfield Park	AZ	United States	85340	Fabrizio	12/19/2010	mi		47693	47693	222	222	175	175		NO					NO				NO				250	70	6	A few times per month	2	Daily	1	Daily driver, year-round	2	Daily	8	Never	8	Never	6	A few times per month	8	Never	0	76	95	75	1	Own	1	New		
226	128		06/15/2013 01:27	2010	11/16/2010	2.5	Roadster	Litchfield Park	AZ	United States	85340	Fabrizio	12/19/2010	mi		47693	47693	222	222	175	175	145.85	NO					NO				NO				250	70	6	A few times per month	2	Daily	1	Daily driver, year-round	2	Daily	8	Never	8	Never	6	A few times per month	8	Never	0	76	95	75	1	Own	1	New		
227	43		06/17/2013 11:29	2011	02/02/2011	2.5	Roadster	Zurich		Switzerland			03/24/2011	km		35340	21963.952765692977	379	235.5500310752019888	301	187.0727159726538222	157.69	NO					NO				YES	1	11/12/2012	28100	220	32	10	A few times per year	5	Weekly	1	Daily driver, year-round	2	Daily	10	A few times per year	11	About once per year	10	A few times per year	11	About once per year	0	35	25	120	2	Lease	1	New		
229	129		06/22/2013 21:24	2011	05/18/2011	2.5	Roadster	Princeton	NJ	United States	08540	Slackjaw	06/07/2011	mi	25	31067	31067	213	213	169	169	142.02	NO					NO				NO				120	12	10	A few times per year	3	Most days of the week	1	Daily driver, year-round	2	Daily	6	A few times per month	8	Never	8	Never	12	Less than once per year	0	30	50	60	1	Own	1	New		For 6 months I was driving 125-150 miles per week day at 70-80 mph and almost always coming home in power limit mode due to low SOC. I was generally charging at 240V/40A. Then I moved closer to my job and only have 120V available. Then for about 1 year I was charging in standard every day and the range never dropped below 120 miles. Recently (2 months) I have been letting the range drop much lower and typically charge to 60-80 miles unless I know I have a long trip. (after talking to MPT).
